 3.00  3750. -4.5  2.0   0.7501    0.4269    0.0043
 3.50  3750. -4.5  2.0   0.7658    0.4471    0.0096
 0.00  4000. -4.5  2.0   0.6479    0.9021    0.0005
 0.50  4000. -4.5  2.0   0.6510    0.8616    0.0003
 1.00  4000. -4.5  2.0   0.6567    0.8085    0.0003
 1.50  4000. -4.5  2.0   0.6646    0.7458    0.0005
 2.00  4000. -4.5  2.0   0.6665    0.6557    0.0003
 2.50  4000. -4.5  2.0   0.7025    0.4893    0.0011
 3.00  4000. -4.5  2.0   0.7826    0.3535    0.0025
 3.50  4000. -4.5  2.0   0.8719    0.2817    0.0036
 4.00  4000. -4.5  2.0   0.9537    0.2570    0.0092
 0.00  4250. -4.5  2.0   0.6452    0.9167    0.0010
 0.50  4250. -4.5  2.0   0.6484    0.8741    0.0007
 1.00  4250. -4.5  2.0   0.6555    0.8127    0.0005
 1.50  4250. -4.5  2.0   0.6653    0.7473    0.0007
 2.00  4250. -4.5  2.0   0.6777    0.6805    0.0012
 2.50  4250. -4.5  2.0   0.6792    0.6170    0.0007
 3.00  4250. -4.5  2.0   0.7083    0.4800    0.0007
 3.50  4250. -4.5  2.0   0.7854    0.3410    0.0010
 4.00  4250. -4.5  2.0   0.9129    0.2432    0.0009
 4.50  4250. -4.5  2.0   1.0478    0.1902    0.0008
 0.00  4500. -4.5  2.0   0.6450    0.9135    0.0008
 0.50  4500. -4.5  2.0   0.6488    0.8716    0.0006
 1.00  4500. -4.5  2.0   0.6567    0.8121    0.0005
 1.50  4500. -4.5  2.0   0.6688    0.7418    0.0009
 2.00  4500. -4.5  2.0   0.6844    0.6741    0.0017
 2.50  4500. -4.5  2.0   0.7006    0.6117    0.0024
 3.00  4500. -4.5  2.0   0.7195    0.5412    0.0024
 3.50  4500. -4.5  2.0   0.7271    0.4689    0.0009
 4.00  4500. -4.5  2.0   0.7833    0.3538    0.0006
 4.50  4500. -4.5  2.0   0.8826    0.2593    0.0003
 5.00  4500. -4.5  2.0   1.0811    0.1760    0.0007
 0.00  4750. -4.5  2.0   0.6465    0.8934    0.0005
 0.50  4750. -4.5  2.0   0.6512    0.8528    0.0004
